text,card_number,date,full_name,amount,merchant
"On 1996-12-31, Sara Young paid $310.8 using card number 3525652906032022 at Smith-Castillo.",3525652906032022,1996-12-31,Sara Young,310.8,Smith-Castillo
"On 1987-05-17, Gabrielle Stafford paid $993.98 using card number 349673794871487 at Roman-Freeman.",349673794871487,1987-05-17,Gabrielle Stafford,993.98,Roman-Freeman
"On 1978-03-09, William Greer paid $127.27 using card number 180015841560824 at Marquez, Martinez and Bailey.",180015841560824,1978-03-09,William Greer,127.27,"Marquez, Martinez and Bailey"
"On 1980-04-30, Heather Burke paid $766.8 using card number 36818268323030 at Heath, Warren and Mcbride.",36818268323030,1980-04-30,Heather Burke,766.8,"Heath, Warren and Mcbride"
"On 1997-04-12, Diana Haley paid $610.25 using card number 348252129328967 at Price-Boyd.",348252129328967,1997-04-12,Diana Haley,610.25,Price-Boyd
"On 1980-11-27, Jason Thomas paid $792.83 using card number 6575240148439916 at Myers and Sons.",6575240148439916,1980-11-27,Jason Thomas,792.83,Myers and Sons
"On 1970-09-25, Michael Hodges paid $233.43 using card number 4693351342619237 at Wilson, Collins and Garcia.",4693351342619237,1970-09-25,Michael Hodges,233.43,"Wilson, Collins and Garcia"
"On 2018-04-20, John Richards paid $527.35 using card number 4374189721540640 at Glenn, Freeman and Carter.",4374189721540640,2018-04-20,John Richards,527.35,"Glenn, Freeman and Carter"
"On 1988-10-09, Diana Ramsey paid $456.01 using card number 213119953766012 at Bowman-Murphy.",213119953766012,1988-10-09,Diana Ramsey,456.01,Bowman-Murphy
"On 2005-04-25, Sara Bennett paid $448.29 using card number 4510173973964174 at Reyes, Guzman and Garza.",4510173973964174,2005-04-25,Sara Bennett,448.29,"Reyes, Guzman and Garza"
"On 2024-10-17, Amanda Ross paid $861.56 using card number 4911359966057796 at Garner, Reynolds and Odonnell.",4911359966057796,2024-10-17,Amanda Ross,861.56,"Garner, Reynolds and Odonnell"
"On 1973-04-03, Danielle Griffin paid $990.13 using card number 4051460745556 at Ellis-Ritter.",4051460745556,1973-04-03,Danielle Griffin,990.13,Ellis-Ritter
"On 2012-04-24, Ann Sullivan paid $312.33 using card number 4388565271559835417 at Fowler-Sherman.",4388565271559835417,2012-04-24,Ann Sullivan,312.33,Fowler-Sherman
"On 2008-02-21, Susan Graves paid $624.82 using card number 4755752250139 at Sherman-Medina.",4755752250139,2008-02-21,Susan Graves,624.82,Sherman-Medina
"On 2020-02-08, James Kirk paid $613.53 using card number 6011311964258565 at Austin-Arellano.",6011311964258565,2020-02-08,James Kirk,613.53,Austin-Arellano
"On 1990-03-13, Robert Thomas paid $742.69 using card number 347038240733339 at Oconnell PLC.",347038240733339,1990-03-13,Robert Thomas,742.69,Oconnell PLC
"On 2018-02-04, Veronica Francis paid $948.11 using card number 38688936289691 at Lara-Baker.",38688936289691,2018-02-04,Veronica Francis,948.11,Lara-Baker
"On 1991-05-02, Dr. Katie Alvarez paid $215.71 using card number 373585125389212 at Aguirre PLC.",373585125389212,1991-05-02,Dr. Katie Alvarez,215.71,Aguirre PLC
"On 2008-02-08, Troy Jackson paid $218.91 using card number 4837490797793 at Hansen-Brown.",4837490797793,2008-02-08,Troy Jackson,218.91,Hansen-Brown
"On 2015-11-29, Mrs. Jodi Ryan paid $663.82 using card number 372151494097620 at Rivera-Hudson.",372151494097620,2015-11-29,Mrs. Jodi Ryan,663.82,Rivera-Hudson
"On 1998-02-25, Andrea Brown paid $165.49 using card number 180028950905912 at Martin, Lee and Petty.",180028950905912,1998-02-25,Andrea Brown,165.49,"Martin, Lee and Petty"
"On 1999-04-15, Eric Thompson paid $182.08 using card number 4071511696667254 at Porter-Lopez.",4071511696667254,1999-04-15,Eric Thompson,182.08,Porter-Lopez
"On 2006-01-03, Mrs. Jacqueline Jackson paid $84.31 using card number 6011351571840900 at Smith Group.",6011351571840900,2006-01-03,Mrs. Jacqueline Jackson,84.31,Smith Group
"On 2022-07-14, Jeremiah Singleton paid $12.65 using card number 4995123972835129593 at Romero Group.",4995123972835129593,2022-07-14,Jeremiah Singleton,12.65,Romero Group
"On 1976-10-14, Leslie Jackson paid $456.0 using card number 676208144151 at Lee-Moore.",676208144151,1976-10-14,Leslie Jackson,456.0,Lee-Moore
"On 2002-09-10, Jared Howard paid $597.87 using card number 3578671815352376 at Zimmerman, Combs and Garcia.",3578671815352376,2002-09-10,Jared Howard,597.87,"Zimmerman, Combs and Garcia"
"On 2012-08-15, Jerome Gonzalez paid $298.35 using card number 213158998868342 at Powell-Bennett.",213158998868342,2012-08-15,Jerome Gonzalez,298.35,Powell-Bennett
"On 1972-10-31, Melissa Rose paid $239.16 using card number 30071587964748 at Arroyo LLC.",30071587964748,1972-10-31,Melissa Rose,239.16,Arroyo LLC
"On 2017-07-31, Cassandra Wood paid $709.89 using card number 3550800463580689 at Lozano Inc.",3550800463580689,2017-07-31,Cassandra Wood,709.89,Lozano Inc
"On 1989-10-06, Christine Norris paid $705.96 using card number 30235137399008 at Strong Ltd.",30235137399008,1989-10-06,Christine Norris,705.96,Strong Ltd
"On 1991-01-29, Michelle Barrera paid $459.49 using card number 346356022939465 at Bentley Ltd.",346356022939465,1991-01-29,Michelle Barrera,459.49,Bentley Ltd
"On 1985-03-05, Joann Alvarado paid $690.51 using card number 3560666437490604 at Walsh Inc.",3560666437490604,1985-03-05,Joann Alvarado,690.51,Walsh Inc
"On 1983-10-03, Jennifer Blackwell paid $924.67 using card number 4128524648449419 at Peters Group.",4128524648449419,1983-10-03,Jennifer Blackwell,924.67,Peters Group
"On 2011-11-15, Renee Allen paid $789.95 using card number 4807711306211 at Kim-Thomas.",4807711306211,2011-11-15,Renee Allen,789.95,Kim-Thomas
"On 1980-06-02, Mathew Myers paid $628.81 using card number 3583350902542578 at Wagner-Perez.",3583350902542578,1980-06-02,Mathew Myers,628.81,Wagner-Perez
"On 2006-05-11, Michael Ortiz paid $664.57 using card number 4570713984822858 at Montgomery and Sons.",4570713984822858,2006-05-11,Michael Ortiz,664.57,Montgomery and Sons
"On 2007-02-16, Pamela Johnson paid $934.33 using card number 3550213060906911 at Smith Group.",3550213060906911,2007-02-16,Pamela Johnson,934.33,Smith Group
"On 2013-05-10, Heather Thomas paid $430.89 using card number 3549673794577276 at Thompson, Coffey and Kidd.",3549673794577276,2013-05-10,Heather Thomas,430.89,"Thompson, Coffey and Kidd"
"On 2000-03-17, Jason Quinn paid $549.12 using card number 4064207683625368 at Ford-Morgan.",4064207683625368,2000-03-17,Jason Quinn,549.12,Ford-Morgan
"On 1977-05-24, Cindy Thomas paid $651.16 using card number 4283333939578659 at Pearson, Evans and Wall.",4283333939578659,1977-05-24,Cindy Thomas,651.16,"Pearson, Evans and Wall"
"On 2020-10-06, Michael Nelson paid $909.33 using card number 3503358268627039 at Elliott, Moore and Morales.",3503358268627039,2020-10-06,Michael Nelson,909.33,"Elliott, Moore and Morales"
"On 1970-08-04, Rachel Miller paid $828.36 using card number 4657327599802 at Rivera Inc.",4657327599802,1970-08-04,Rachel Miller,828.36,Rivera Inc
"On 2008-03-27, Donna Garcia paid $80.7 using card number 373234159597750 at Lester and Sons.",373234159597750,2008-03-27,Donna Garcia,80.7,Lester and Sons
"On 1995-10-26, Brandy James paid $174.26 using card number 4189628874312716 at Jackson-Smith.",4189628874312716,1995-10-26,Brandy James,174.26,Jackson-Smith
"On 1980-03-04, Marcus Byrd paid $314.54 using card number 3579927079551510 at Haney Ltd.",3579927079551510,1980-03-04,Marcus Byrd,314.54,Haney Ltd
"On 2005-06-01, Cheryl Ramirez paid $751.47 using card number 4415970996258 at Burns and Sons.",4415970996258,2005-06-01,Cheryl Ramirez,751.47,Burns and Sons
"On 2014-11-15, Zachary Douglas paid $573.51 using card number 676334476501 at Cook Inc.",676334476501,2014-11-15,Zachary Douglas,573.51,Cook Inc
"On 1993-04-13, Rachel Russell paid $295.72 using card number 4904637660465582 at Hahn Ltd.",4904637660465582,1993-04-13,Rachel Russell,295.72,Hahn Ltd
"On 1975-02-18, Robert Maxwell paid $133.11 using card number 4744171581021312518 at Sharp Ltd.",4744171581021312518,1975-02-18,Robert Maxwell,133.11,Sharp Ltd
"On 2023-11-14, Trevor Smith paid $691.79 using card number 342975191023126 at Hall, Williams and Miller.",342975191023126,2023-11-14,Trevor Smith,691.79,"Hall, Williams and Miller"
"On 1979-10-17, Christopher Gonzalez paid $702.74 using card number 347379274907286 at Johnston, Lopez and Martinez.",347379274907286,1979-10-17,Christopher Gonzalez,702.74,"Johnston, Lopez and Martinez"
"On 2006-02-07, Roger Moss paid $943.25 using card number 2232532694968437 at Pena Ltd.",2232532694968437,2006-02-07,Roger Moss,943.25,Pena Ltd
"On 1991-09-18, Andrea Baker paid $505.47 using card number 4210175096170159592 at Howard-Shepherd.",4210175096170159592,1991-09-18,Andrea Baker,505.47,Howard-Shepherd
"On 1997-06-10, Erika Hogan paid $498.86 using card number 374758339205677 at Melton-Marshall.",374758339205677,1997-06-10,Erika Hogan,498.86,Melton-Marshall
"On 2002-02-20, Claire Smith paid $89.64 using card number 4660256265062290 at Nelson and Sons.",4660256265062290,2002-02-20,Claire Smith,89.64,Nelson and Sons
"On 1980-11-16, Dr. Jeffrey Valentine paid $49.46 using card number 675962484332 at Costa-Brown.",675962484332,1980-11-16,Dr. Jeffrey Valentine,49.46,Costa-Brown
"On 2012-02-02, Gina Collins paid $437.71 using card number 5357942387367049 at Carr-George.",5357942387367049,2012-02-02,Gina Collins,437.71,Carr-George
"On 1985-11-20, Daniel Nguyen paid $329.1 using card number 180055259710750 at Schultz-Winters.",180055259710750,1985-11-20,Daniel Nguyen,329.1,Schultz-Winters
"On 2008-05-01, Robin Wright paid $257.86 using card number 30485953259394 at Zamora-Edwards.",30485953259394,2008-05-01,Robin Wright,257.86,Zamora-Edwards
"On 1979-09-27, Raven Hill paid $100.41 using card number 2292951877941762 at Abbott-Brown.",2292951877941762,1979-09-27,Raven Hill,100.41,Abbott-Brown
"On 2013-12-13, Kimberly Holloway paid $962.29 using card number 4055978245751 at Rosario PLC.",4055978245751,2013-12-13,Kimberly Holloway,962.29,Rosario PLC
"On 2021-11-17, Alexander Pearson paid $837.6 using card number 3540388436604433 at Miller-Marshall.",3540388436604433,2021-11-17,Alexander Pearson,837.6,Miller-Marshall
"On 1978-06-07, Carl Blanchard paid $579.45 using card number 4682975147439749 at Parrish PLC.",4682975147439749,1978-06-07,Carl Blanchard,579.45,Parrish PLC
"On 1992-01-19, Paige Schneider paid $951.28 using card number 30525680656253 at Avila, Williams and Hunt.",30525680656253,1992-01-19,Paige Schneider,951.28,"Avila, Williams and Hunt"
"On 1997-04-04, Greg Jones paid $999.58 using card number 3571122182315551 at Brown, Butler and Clarke.",3571122182315551,1997-04-04,Greg Jones,999.58,"Brown, Butler and Clarke"
"On 1972-11-14, Melissa Mendoza paid $675.56 using card number 3581372143308009 at Blake and Sons.",3581372143308009,1972-11-14,Melissa Mendoza,675.56,Blake and Sons
"On 1993-10-10, Dave Henry paid $276.82 using card number 4566084706810399 at Miller, Keith and Hicks.",4566084706810399,1993-10-10,Dave Henry,276.82,"Miller, Keith and Hicks"
"On 1996-09-19, Craig Hurst paid $49.83 using card number 4328094485862395 at Santos Group.",4328094485862395,1996-09-19,Craig Hurst,49.83,Santos Group
"On 1983-12-28, Brian Fitzpatrick paid $758.71 using card number 675998632102 at Wolf Ltd.",675998632102,1983-12-28,Brian Fitzpatrick,758.71,Wolf Ltd
"On 1984-01-16, Ronald Dalton paid $475.8 using card number 3539457039438045 at Arroyo-Price.",3539457039438045,1984-01-16,Ronald Dalton,475.8,Arroyo-Price
"On 1970-10-06, Sarah Harvey paid $654.99 using card number 376927789431913 at Conrad-Turner.",376927789431913,1970-10-06,Sarah Harvey,654.99,Conrad-Turner
"On 1979-08-27, Andrew Wilson paid $916.91 using card number 6011105336514600 at Bryant-Randolph.",6011105336514600,1979-08-27,Andrew Wilson,916.91,Bryant-Randolph
"On 2019-10-10, Michael Castillo paid $189.67 using card number 4072011379844 at Hernandez, Brown and Gregory.",4072011379844,2019-10-10,Michael Castillo,189.67,"Hernandez, Brown and Gregory"
"On 1989-02-09, Mary Chung paid $589.48 using card number 501876762094 at Campbell, Mendoza and Pham.",501876762094,1989-02-09,Mary Chung,589.48,"Campbell, Mendoza and Pham"
"On 2003-03-31, Jessica Crane paid $638.44 using card number 676343370091 at Baldwin Ltd.",676343370091,2003-03-31,Jessica Crane,638.44,Baldwin Ltd
"On 1979-12-01, Jacqueline Arnold paid $496.81 using card number 575195778254 at Moss-Reed.",575195778254,1979-12-01,Jacqueline Arnold,496.81,Moss-Reed
"On 2021-04-16, Ian Owens paid $100.33 using card number 4575427865619425 at Hensley, Martin and Williams.",4575427865619425,2021-04-16,Ian Owens,100.33,"Hensley, Martin and Williams"
"On 2005-05-10, Wanda Stephens paid $354.48 using card number 213195829236166 at Johnston LLC.",213195829236166,2005-05-10,Wanda Stephens,354.48,Johnston LLC
"On 2021-02-22, Gregory Russell paid $339.98 using card number 213135715586860 at Perez Ltd.",213135715586860,2021-02-22,Gregory Russell,339.98,Perez Ltd
"On 2025-06-05, Daniel Little paid $673.43 using card number 30230817214361 at Johnson Inc.",30230817214361,2025-06-05,Daniel Little,673.43,Johnson Inc
"On 2013-03-24, Manuel Gillespie paid $859.16 using card number 4321147165609456539 at Watkins, Shelton and Rowland.",4321147165609456539,2013-03-24,Manuel Gillespie,859.16,"Watkins, Shelton and Rowland"
"On 1971-11-11, Tiffany Cohen paid $336.51 using card number 30550476816994 at Johnson-Freeman.",30550476816994,1971-11-11,Tiffany Cohen,336.51,Johnson-Freeman
"On 2000-09-14, Juan Padilla paid $696.74 using card number 2548113176539704 at Austin Inc.",2548113176539704,2000-09-14,Juan Padilla,696.74,Austin Inc
"On 2024-07-12, Donald Cunningham paid $295.34 using card number 676329087180 at Valdez, Williams and Richards.",676329087180,2024-07-12,Donald Cunningham,295.34,"Valdez, Williams and Richards"
"On 2014-07-01, Mr. James Garner paid $945.74 using card number 3527420495612135 at Barton Inc.",3527420495612135,2014-07-01,Mr. James Garner,945.74,Barton Inc
"On 2017-03-19, Jessica Erickson paid $815.43 using card number 4359737112229907752 at Reid-Rodriguez.",4359737112229907752,2017-03-19,Jessica Erickson,815.43,Reid-Rodriguez
"On 1979-05-12, Thomas Knox paid $554.6 using card number 30046861114574 at Johnson Inc.",30046861114574,1979-05-12,Thomas Knox,554.6,Johnson Inc
"On 2020-10-22, Dale Evans paid $460.28 using card number 3537858471296183 at Myers, Watson and Dixon.",3537858471296183,2020-10-22,Dale Evans,460.28,"Myers, Watson and Dixon"
"On 1984-07-14, David Castillo paid $321.37 using card number 502084980429 at Beck Group.",502084980429,1984-07-14,David Castillo,321.37,Beck Group
"On 1974-12-10, Andrea Palmer paid $330.04 using card number 30312688122822 at Martin, Sims and Gutierrez.",30312688122822,1974-12-10,Andrea Palmer,330.04,"Martin, Sims and Gutierrez"
"On 2002-08-15, Courtney Solomon paid $970.48 using card number 4346060560356791 at Avery, Hicks and Russell.",4346060560356791,2002-08-15,Courtney Solomon,970.48,"Avery, Hicks and Russell"
"On 1989-02-10, Amanda Ramirez paid $410.13 using card number 4398471690618124 at Santos-Hatfield.",4398471690618124,1989-02-10,Amanda Ramirez,410.13,Santos-Hatfield
"On 1976-03-11, Laura Harrison paid $519.45 using card number 378954787698994 at Burns, Peterson and Black.",378954787698994,1976-03-11,Laura Harrison,519.45,"Burns, Peterson and Black"
"On 1988-12-14, George Lowe paid $988.24 using card number 4444498355393549 at Harper-Santiago.",4444498355393549,1988-12-14,George Lowe,988.24,Harper-Santiago
"On 1986-10-23, Nathan Carter paid $661.08 using card number 4435885379820 at George Ltd.",4435885379820,1986-10-23,Nathan Carter,661.08,George Ltd
"On 2025-05-02, Dawn Levy paid $547.17 using card number 347536749785247 at Riggs, Smith and Lopez.",347536749785247,2025-05-02,Dawn Levy,547.17,"Riggs, Smith and Lopez"
"On 2021-09-22, Charles Martinez paid $419.12 using card number 4789489634067917666 at Williams Inc.",4789489634067917666,2021-09-22,Charles Martinez,419.12,Williams Inc
"On 2021-02-26, Daniel Munoz paid $195.71 using card number 4884216309001594462 at Reilly-Gomez.",4884216309001594462,2021-02-26,Daniel Munoz,195.71,Reilly-Gomez
"On 1988-05-10, Anna Yang paid $368.16 using card number 4089532638904 at Martinez-Sanchez.",4089532638904,1988-05-10,Anna Yang,368.16,Martinez-Sanchez
"On 2000-05-12, Scott Atkinson paid $758.88 using card number 6011379223410343 at Hall Inc.",6011379223410343,2000-05-12,Scott Atkinson,758.88,Hall Inc
"On 2000-02-03, Jonathan Gilbert paid $629.15 using card number 6572696084376854 at Harris, Thomas and Jones.",6572696084376854,2000-02-03,Jonathan Gilbert,629.15,"Harris, Thomas and Jones"
"On 2008-05-02, Toni Parks paid $762.39 using card number 3526335564343696 at Brewer Inc.",3526335564343696,2008-05-02,Toni Parks,762.39,Brewer Inc
"On 1994-12-12, David Perez paid $211.52 using card number 30069556076767 at Mendoza-Jackson.",30069556076767,1994-12-12,David Perez,211.52,Mendoza-Jackson
"On 1979-08-22, Dawn Hernandez paid $553.73 using card number 3506503121980417 at Ramirez-Moon.",3506503121980417,1979-08-22,Dawn Hernandez,553.73,Ramirez-Moon
"On 1986-01-28, Teresa Jacobson paid $928.4 using card number 4428131909243 at Morton and Sons.",4428131909243,1986-01-28,Teresa Jacobson,928.4,Morton and Sons
"On 2022-02-24, Adam Foley paid $443.73 using card number 3511428178522826 at Palmer-Smith.",3511428178522826,2022-02-24,Adam Foley,443.73,Palmer-Smith
"On 1981-12-02, Diana Sanchez paid $701.27 using card number 213162207223950 at Rodriguez, Wright and Bowman.",213162207223950,1981-12-02,Diana Sanchez,701.27,"Rodriguez, Wright and Bowman"
"On 1997-06-26, Jennifer Weaver paid $130.21 using card number 502062047878 at Owens, Holland and Stone.",502062047878,1997-06-26,Jennifer Weaver,130.21,"Owens, Holland and Stone"
"On 1990-05-20, Tanner Reyes paid $973.42 using card number 3548628720319541 at Johnson-Freeman.",3548628720319541,1990-05-20,Tanner Reyes,973.42,Johnson-Freeman
"On 2003-02-15, Darren Gonzales paid $612.78 using card number 566279246326 at Owens-Marshall.",566279246326,2003-02-15,Darren Gonzales,612.78,Owens-Marshall
"On 1975-04-26, Stacy Wiggins paid $246.9 using card number 4260321450575 at Carter, Nicholson and Arnold.",4260321450575,1975-04-26,Stacy Wiggins,246.9,"Carter, Nicholson and Arnold"
"On 2008-03-20, Brian Garner paid $166.79 using card number 675915534829 at Brown-Hicks.",675915534829,2008-03-20,Brian Garner,166.79,Brown-Hicks
"On 2021-12-19, Jeffrey Freeman paid $555.33 using card number 4076597595450897 at Johnson, Maxwell and Chandler.",4076597595450897,2021-12-19,Jeffrey Freeman,555.33,"Johnson, Maxwell and Chandler"
"On 1979-01-18, Andrew Smith paid $556.73 using card number 3526574223196463 at Barnes and Sons.",3526574223196463,1979-01-18,Andrew Smith,556.73,Barnes and Sons
"On 1981-04-09, Colleen Herman paid $102.28 using card number 6011689430120471 at Snyder, Miller and Stevens.",6011689430120471,1981-04-09,Colleen Herman,102.28,"Snyder, Miller and Stevens"
"On 2025-06-16, Paula Sanchez paid $992.33 using card number 377498855829843 at Hamilton LLC.",377498855829843,2025-06-16,Paula Sanchez,992.33,Hamilton LLC
"On 2006-11-24, Christian Garcia paid $913.8 using card number 377609441283333 at Cox, Newton and Barnes.",377609441283333,2006-11-24,Christian Garcia,913.8,"Cox, Newton and Barnes"
"On 1995-03-16, William Cook paid $466.83 using card number 371329715066621 at Parker Group.",371329715066621,1995-03-16,William Cook,466.83,Parker Group
"On 1976-11-06, Linda Castaneda paid $126.29 using card number 36936634392529 at Miller Ltd.",36936634392529,1976-11-06,Linda Castaneda,126.29,Miller Ltd
"On 1994-12-17, Andrew Carter paid $833.82 using card number 503886712002 at Jennings, Serrano and Howard.",503886712002,1994-12-17,Andrew Carter,833.82,"Jennings, Serrano and Howard"
"On 1988-03-11, Samantha Henry paid $503.39 using card number 3502451091090326 at Carter, Copeland and Jones.",3502451091090326,1988-03-11,Samantha Henry,503.39,"Carter, Copeland and Jones"
"On 2002-03-02, George Martin paid $719.44 using card number 3521794281793408 at Howard-Hicks.",3521794281793408,2002-03-02,George Martin,719.44,Howard-Hicks
"On 1992-08-23, Nathan Campbell paid $513.78 using card number 4634533722010912175 at Flores, Allen and Olson.",4634533722010912175,1992-08-23,Nathan Campbell,513.78,"Flores, Allen and Olson"
"On 1987-03-01, Andre Farrell paid $280.69 using card number 6011894370526352 at Lopez-Jimenez.",6011894370526352,1987-03-01,Andre Farrell,280.69,Lopez-Jimenez
"On 1979-07-21, Felicia Williams paid $836.38 using card number 4572565920246172 at Hunt Group.",4572565920246172,1979-07-21,Felicia Williams,836.38,Hunt Group
"On 1988-08-10, Shannon Manning paid $980.44 using card number 4260055955017833257 at Myers, Rice and Garza.",4260055955017833257,1988-08-10,Shannon Manning,980.44,"Myers, Rice and Garza"
"On 1998-05-24, Traci Brown paid $251.29 using card number 3560798487045069 at Sloan-Lynch.",3560798487045069,1998-05-24,Traci Brown,251.29,Sloan-Lynch
"On 2000-07-28, Daryl Walker paid $555.75 using card number 4937440394640 at Sanders Group.",4937440394640,2000-07-28,Daryl Walker,555.75,Sanders Group
"On 2009-06-25, Mary Crawford paid $389.75 using card number 502048860840 at Ferguson PLC.",502048860840,2009-06-25,Mary Crawford,389.75,Ferguson PLC
"On 1981-01-06, Eduardo Scott paid $922.65 using card number 4368528306153701249 at Harris-Martin.",4368528306153701249,1981-01-06,Eduardo Scott,922.65,Harris-Martin
"On 2022-02-16, Jerry Martinez paid $513.16 using card number 2264881121031421 at Marshall, Martinez and Contreras.",2264881121031421,2022-02-16,Jerry Martinez,513.16,"Marshall, Martinez and Contreras"
"On 2021-07-15, Kimberly Mendoza paid $880.53 using card number 4515263840911225286 at Bell, Peterson and Price.",4515263840911225286,2021-07-15,Kimberly Mendoza,880.53,"Bell, Peterson and Price"
"On 1995-02-07, Judith Morris paid $865.39 using card number 6011863239791374 at Yoder Inc.",6011863239791374,1995-02-07,Judith Morris,865.39,Yoder Inc
"On 2008-03-15, Ryan Wheeler paid $283.48 using card number 30309505560572 at Watkins Group.",30309505560572,2008-03-15,Ryan Wheeler,283.48,Watkins Group
"On 1979-04-27, Amy Evans paid $792.11 using card number 30519053486406 at Green, Gray and Hernandez.",30519053486406,1979-04-27,Amy Evans,792.11,"Green, Gray and Hernandez"
"On 2005-09-21, Brandon Taylor paid $420.79 using card number 371851744600450 at Greene, Garcia and Wilson.",371851744600450,2005-09-21,Brandon Taylor,420.79,"Greene, Garcia and Wilson"
"On 1997-06-20, Juan Evans paid $934.91 using card number 4512939130448818980 at Collins Group.",4512939130448818980,1997-06-20,Juan Evans,934.91,Collins Group
"On 2008-03-10, Brian Moore paid $512.66 using card number 2274021190170754 at Miller and Sons.",2274021190170754,2008-03-10,Brian Moore,512.66,Miller and Sons
"On 2015-05-20, Amy Clark paid $822.34 using card number 4073228360849377 at Lee-Rose.",4073228360849377,2015-05-20,Amy Clark,822.34,Lee-Rose
"On 1978-09-22, Dr. Jared Lee III paid $290.01 using card number 346969443916498 at Lopez, Davidson and Wilson.",346969443916498,1978-09-22,Dr. Jared Lee III,290.01,"Lopez, Davidson and Wilson"
"On 1977-04-12, Sandra Smith paid $305.57 using card number 4203301623419032 at Clark-Thomas.",4203301623419032,1977-04-12,Sandra Smith,305.57,Clark-Thomas
"On 2003-05-04, Shannon Bates paid $591.07 using card number 3555668473236534 at Avery-Kim.",3555668473236534,2003-05-04,Shannon Bates,591.07,Avery-Kim
"On 1974-06-11, Kara Farmer paid $998.91 using card number 4672007843614244265 at Gibson, Turner and Walker.",4672007843614244265,1974-06-11,Kara Farmer,998.91,"Gibson, Turner and Walker"
"On 2013-09-06, William Arnold paid $494.74 using card number 4764273720372 at Rodriguez Ltd.",4764273720372,2013-09-06,William Arnold,494.74,Rodriguez Ltd
"On 2007-11-01, Norma Barnett paid $157.11 using card number 371484601913442 at Andrews, Middleton and Weeks.",371484601913442,2007-11-01,Norma Barnett,157.11,"Andrews, Middleton and Weeks"
"On 2017-05-13, Michelle Coleman paid $543.19 using card number 4802058695073213 at Willis-Fuller.",4802058695073213,2017-05-13,Michelle Coleman,543.19,Willis-Fuller
"On 1977-01-08, Jeffrey Hart DDS paid $351.67 using card number 4167933505573850 at Huang, Hall and Delacruz.",4167933505573850,1977-01-08,Jeffrey Hart DDS,351.67,"Huang, Hall and Delacruz"
"On 1997-11-04, David Hull paid $556.4 using card number 4681187233351 at Esparza Ltd.",4681187233351,1997-11-04,David Hull,556.4,Esparza Ltd
"On 2017-05-09, Kimberly Sandoval paid $548.0 using card number 3531539114983074 at Smith, Wilkinson and Montoya.",3531539114983074,2017-05-09,Kimberly Sandoval,548.0,"Smith, Wilkinson and Montoya"
"On 1981-03-07, Nicole Hawkins paid $460.79 using card number 4511893940652 at Rodgers Ltd.",4511893940652,1981-03-07,Nicole Hawkins,460.79,Rodgers Ltd
"On 1972-02-22, Jerry Montgomery paid $328.56 using card number 3543223023332477 at Swanson Ltd.",3543223023332477,1972-02-22,Jerry Montgomery,328.56,Swanson Ltd
"On 1977-05-21, Melinda Orozco paid $196.77 using card number 4462127602504 at Duran and Sons.",4462127602504,1977-05-21,Melinda Orozco,196.77,Duran and Sons
"On 2008-08-09, Zachary Patel paid $700.52 using card number 5561632488899576 at Mckay Group.",5561632488899576,2008-08-09,Zachary Patel,700.52,Mckay Group
"On 1985-08-20, Michael Lester paid $576.08 using card number 4454930364687195 at Graves, Herring and Wilson.",4454930364687195,1985-08-20,Michael Lester,576.08,"Graves, Herring and Wilson"
"On 2006-09-05, Kimberly Jones paid $241.23 using card number 36920828323086 at Miller, Warren and Davis.",36920828323086,2006-09-05,Kimberly Jones,241.23,"Miller, Warren and Davis"
"On 2016-05-13, Philip Murray paid $777.79 using card number 4822067323182971688 at Haney-Morgan.",4822067323182971688,2016-05-13,Philip Murray,777.79,Haney-Morgan
"On 1975-08-16, Rhonda Willis paid $53.21 using card number 639000001524 at Lee, Benton and Garcia.",639000001524,1975-08-16,Rhonda Willis,53.21,"Lee, Benton and Garcia"
"On 2025-04-23, Debbie Miller paid $747.26 using card number 180009025561849 at Burke PLC.",180009025561849,2025-04-23,Debbie Miller,747.26,Burke PLC
"On 2001-10-20, John Hunter paid $708.18 using card number 180047812248907 at Williams Inc.",180047812248907,2001-10-20,John Hunter,708.18,Williams Inc
"On 1995-09-15, Denise Hernandez paid $813.29 using card number 676343655152 at Martinez, Gutierrez and Salinas.",676343655152,1995-09-15,Denise Hernandez,813.29,"Martinez, Gutierrez and Salinas"
"On 1984-02-24, Lori Brown paid $392.22 using card number 213155054296087 at Ortiz PLC.",213155054296087,1984-02-24,Lori Brown,392.22,Ortiz PLC
"On 1987-03-16, Tanya Grimes paid $667.05 using card number 180095098221049 at Martinez, Peters and Moreno.",180095098221049,1987-03-16,Tanya Grimes,667.05,"Martinez, Peters and Moreno"
"On 1997-03-14, Chelsea Holland paid $822.54 using card number 574287738367 at Allen-Nunez.",574287738367,1997-03-14,Chelsea Holland,822.54,Allen-Nunez
"On 1977-01-31, Sarah Jordan paid $981.01 using card number 4942894642036254 at Yu-King.",4942894642036254,1977-01-31,Sarah Jordan,981.01,Yu-King
"On 2006-12-26, Michelle Wood paid $500.38 using card number 30064625540265 at Lopez, Lee and Grimes.",30064625540265,2006-12-26,Michelle Wood,500.38,"Lopez, Lee and Grimes"
"On 2004-02-03, Isabella Hawkins paid $46.65 using card number 3517646448988030 at White, Haas and Rivera.",3517646448988030,2004-02-03,Isabella Hawkins,46.65,"White, Haas and Rivera"
